"PathName";"NumberVehicles";"SimulationTime";"AverageTruckWaitingTime";"AverageBusWaitingTime";"AveragePassengerVehicleWaitingTime";"TruckAverageNumberWaiting";"BusAverageNumberWaiting";"PassengerVehicleAverageNumberWaiting"
"N1_LRP299B_LRP308C";10;9.0;0.000145422535189697;0.000115715376615069;7.39336980536697e-05;1.19140635846515;2.19779943363402;6.05140263233876
"bridge_N1_LRP308C_LRP308D";0;9.0;0.000145422535189707;0.000115715376615048;7.39336980536697e-05;0.0183650332547956;0.0241460913072102;0.0424917768911152
"N1_LRP308D_LRP309B";1;9.0;0.000145422535189707;0.000115715376615049;7.39336980536672e-05;0.163977116588127;0.21988692464054;0.397472773814609
"bridge_N1_LRP309B_LRP309C";0;9.0;0.000145422535189707;0.000115715376615049;7.39336980536672e-05;0.00772109806960957;0.00983785056646835;0.0164373120357739
"N1_LRP309C_LRP310A";1;9.0;0.000145422535189707;0.000115715376615049;7.39336980536646e-05;0.187007440662199;0.250845720936834;0.452724810750116
"bridge_N1_LRP310A_LRP310B";0;9.0;0.000145422535189707;0.000115715376615049;7.39336980536646e-05;0.0049337369584964;0.00609090612202102;0.009619189773022
"N1_LRP310B_LRP313A";2;9.0;0.000145422535189686;0.000115715376615065;7.39336980536705e-05;0.842051422143681;1.13139664686276;2.03088338074356
"bridge_N1_LRP313A_LRP313B";0;9.0;0.000145422535189686;0.000115715376615065;7.39336980536705e-05;0.00772109806960929;0.0098378505664688;0.0162712785808673
"N1_LRP313B_LRP314B";4;9.0;0.000145422535189685;0.000115715376615065;7.39336980536628e-05;0.358494992023947;0.484200257973874;0.861986972541835
"bridge_N1_LRP314B_LRP314C";0;9.0;0.000145422535189685;0.000115715376615065;7.39336980536628e-05;0.00713683815829329;0.00913173945535961;0.014852328459297
"N1_LRP314C_LRP325A";16;9.0;0.000145422535189705;0.000115715376615048;7.39336980536664e-05;2.88987057448319;3.87816205750583;6.99699540969541
"bridge_N1_LRP325A_LRP325B";0;9.0;0.000145422535189705;0.000115715376615048;7.39336980536664e-05;0.0177601695354493;0.023111831199469;0.0406315115494758
"N1_LRP325B_LRP329A";1;9.0;0.0633849801641833;0.0233483149916496;0.0275033459022146;1.08872918437485;1.44724748633636;2.6225348145853
"bridge_N1_LRP329A_LRP329B";0;9.0;0.000145422535189756;0.000115715376615044;7.39336980536503e-05;0.00364649973910836;0.0143432412100898;0.0232348965885353
"N1_LRP329B_LRP331B";2;9.0;0.000145422535189756;0.000115715376615045;7.39336980536521e-05;0.168057055294664;0.672387669283039;1.13467923609525
"bridge_N1_LRP331B_LRP331C";0;9.0;0.000145422535189756;0.000115715376615045;7.39336980536521e-05;0.00127233307244199;0.0047196432052834;0.00708698265912647
"N1_LRP331C_LRP336A";3;9.0;0.000145422535189756;0.000115715376615044;7.39336980536451e-05;0.250326499739109;0.997868991714387;1.67755640402317
"bridge_N1_LRP336A_LRP336B";0;9.0;0.000145422535189756;0.000115715376615044;7.39336980536439e-05;0.0203298330724422;0.0802268785338078;0.134288863133633
"N1_LRP336B_LRP340C";5;9.0;0.000145422535189756;0.000115715376615044;7.39336980536301e-05;0.299213073813183;1.17621870959021;1.97179475600698
"bridge_N1_LRP340C_LRP340D";0;9.0;0.000145422535189741;0.000115715376615044;7.39336980536283e-05;0.00631827856011282;0.0116198546030754;0.0259551067110928
"N1_LRP340D_LRP347A";5;9.0;0.0701970284847795;0.0746566478048959;0.059629262241471;0.845322953006617;1.58917501074822;3.70615041959044
"bridge_N1_LRP347A_LRP347B";0;9.0;0.000145422535189722;0.000115715376615038;7.39336980536202e-05;0.00411439260556906;0.0070069534482487;0.0199329555923767
"N1_LRP347B_LRP349A";1;9.0;0.000145422535189722;0.000115715376615036;7.39336980536327e-05;0.106433142605569;0.181869736770992;0.542895455592375
"bridge_N1_LRP349A_LRP349B";0;9.0;0.000145422535189722;0.000115715376615036;7.39336980536311e-05;0.0424468926055693;0.0721650915545512;0.215854622259046
"N1_LRP349B_LRP350A";0;9.0;0.000145422535189722;0.000115715376615036;7.39336980536311e-05;0.0272000176055696;0.0461889341471445;0.137926150036825
"bridge_N1_LRP350A_LRP350B";0;9.0;0.000145422535189722;0.000115715376615036;7.39336980536311e-05;0.00409814260556956;0.00683018414714441;0.0198499000368249
"N1_LRP350B_LRP354A";2;9.0;0.000145422535189753;0.00011571537661504;7.39336980536365e-05;0.244605590211038;0.429596804517514;1.2840737591798
"bridge_N1_LRP354A_LRP354B";0;9.0;0.000145422535189753;0.00011571537661504;7.39336980536361e-05;0.00327890584240009;0.00564930451751434;0.0161890925888916
"N1_LRP354B_LRP362A";4;9.0;0.000145422535189788;0.000115715376615043;7.39336980536257e-05;0.438026993393287;0.771958552912246;2.31292523980387
"bridge_N1_LRP362A_LRP362B";0;9.0;0.000145422535189788;0.000115715376615043;7.39336980536257e-05;0.00315973852367509;0.00553899354974136;0.0159902554708029
"N1_LRP362B_LRP362C";0;9.0;0.000145422535189788;0.000115715376615038;7.39336980536257e-05;0.0418443450051571;0.0751712852164093;0.224887130470807
"bridge_N1_LRP362C_LRP362D";0;9.0;0.000145422535189788;0.000115715376615038;7.39336980536257e-05;0.00292362741256369;0.00511399354974029;0.0147152554708
"N1_LRP362D_LRP365C";2;9.0;0.000145422535189788;0.000115715376615041;7.39336980536227e-05;0.16171355796812;0.287229021286887;0.870070281136171
"bridge_N1_LRP365C_LRP365D";0;9.0;0.000145422535189788;0.000115715376615041;7.39336980536227e-05;0.00148728481997197;0.00247238628567409;0.00690745728213336
"N1_LRP365D_LRP373A";4;9.0;0.000145422535189788;0.000115715376615043;7.39336980536291e-05;0.412440409819971;0.719132067470741;2.17961506429774
"bridge_N1_LRP373A_LRP373B";0;9.0;0.000145422535189788;0.000115715376615043;7.39336980536291e-05;0.0037268681533044;0.00626827902160372;0.0184882293827763
"N1_LRP373B_LRP376C";0;9.0;0.000145422535189752;0.000115715376615043;7.39336980536282e-05;0.20101216907923;0.345598996614197;1.05226320623463
"bridge_N1_LRP376C_LRP376D";0;9.0;0.000145422535189752;0.000115715376615043;7.39336980536282e-05;0.00331540981997121;0.00556057068827104;0.0163321877161115
"N1_LRP376D_LRP379A";2;9.0;0.000145422535189752;0.00011571537661502;7.39336980536281e-05;0.124879067227379;0.210375067521395;0.653310844306982
"bridge_N1_LRP379A_LRP379B";0;9.0;0.000145422535189752;0.00011571537661502;7.39336980536281e-05;0.00172744685700823;0.00276347731309117;0.00795010712003065
"N1_LRP379B_LRP383B";0;9.0;1.10475351898387e-05;0.000115715376615041;7.39336980536349e-05;0.245314831116268;0.411990282868647;1.27460450526818
"bridge_N1_LRP383B_LRP383C";0;9.0;0.000145422535189716;0.000115715376615041;7.39336980536349e-05;0.000777215375527046;0.00116708842420362;0.00300890341633057
"N1_LRP383C_LRP385B";0;9.0;0.000145422535189681;0.000115715376615062;7.39336980536349e-05;0.103873280190342;0.174368477313093;0.539108440453368
"bridge_N1_LRP385B_LRP385C";0;9.0;0.000145422535189681;0.000115715376615062;7.39336980536349e-05;0.00828010889404535;0.0137719495353146;0.0420239497126263
"N1_LRP385C_LRP389C";0;9.0;0.000145422535189645;0.000115715376615105;7.39336980536418e-05;0.214856497782934;0.360820282868648;1.11622117193485
"bridge_N1_LRP389C_LRP389D";0;9.0;0.00014542253518965;0.000115715376615103;7.3933698053631e-05;0.00333186880536288;0.005368464206791;0.0207955681218455
"N1_LRP389D_LRP392C";0;9.0;0.00014542253518965;0.000115715376615106;7.39336980536526e-05;0.174257794731289;0.288053649391977;1.15811038293666
"bridge_N1_LRP392C_LRP392D";0;9.0;0.00014542253518965;0.000115715376615106;7.39336980536526e-05;0.00118145213869618;0.0018120058734576;0.00648702645517926
"N1_LRP392D_LRP393B";1;9.0;0.00014542253518965;0.000115715376615106;7.39336980536521e-05;0.0652618225090664;0.107791079947531;0.432747930622018
"bridge_N1_LRP393B_LRP393C";0;9.0;0.00014542253518965;0.000115715376615106;7.39336980536521e-05;0.00172612806462209;0.00271281605864291;0.0100527699331738
"N1_LRP393C_LRP399A";4;9.0;0.000145422535189651;0.000115715376615089;7.39336980536568e-05;0.322398211397956;0.530485421116554;2.12469793577143
"bridge_N1_LRP399A_LRP399B";0;9.0;0.000145422535189651;0.000115715376615089;7.39336980536568e-05;0.00191450769425093;0.0029540328686467;0.0111018985152985
"N1_LRP399B_LRP401A";0;9.0;0.000145422535189651;0.000115715376615089;7.39336980536567e-05;0.110388674360918;0.178181532868648;0.716183981848634
"bridge_N1_LRP401A_LRP401B";0;9.0;0.000145422535189651;0.000115715376615089;7.39336980536567e-05;0.00237913732388167;0.00370458842420482;0.0141219911079
"N1_LRP401B_LRP402A";1;9.0;0.000145422535189651;0.000115715376615078;7.39336980536522e-05;0.0538001558423998;0.0867693106464259;0.347876586228978
"bridge_N1_LRP402A_LRP402B";0;9.0;0.000145422535189651;0.000115715376615078;7.39336980536522e-05;0.00356117436091835;0.00561403286864839;0.0216762068081143
"N1_LRP402B_LRP403A";1;9.0;0.000145422535189651;0.000115715376615078;7.39336980536476e-05;0.0562647391757327;0.0907505606464251;0.360768490339001
"bridge_N1_LRP403A_LRP403B";0;9.0;0.000145422535189651;0.000115715376615078;7.39336980536476e-05;0.00164608176832522;0.00252042175753603;0.00924639473054759
"N1_LRP403B_LRP403D";0;9.0;0.000145422535189651;0.000115715376615078;7.39336980536582e-05;0.045287563249807;0.0730181995353145;0.289558987323143
"bridge_N1_LRP403D_LRP403E";0;9.0;0.000145422535189651;0.000115715376615078;7.39336980536582e-05;0.00343358176832563;0.00540792175753689;0.0207276447305501
"N1_LRP403E_LRP405B";2;9.0;0.000145422535189651;0.000115715376615082;7.39336980536533e-05;0.11540089658314;0.184469358744849;0.739022297540545
"bridge_N1_LRP405B_LRP405C";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536533e-05;0.00468844287943683;0.00725798116013547;0.02861533265299
"N1_LRP405C_LRP407B";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536533e-05;0.0824892299164738;0.129943837641617;0.525343434504843
"bridge_N1_LRP407B_LRP407C";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536533e-05;0.00117061880536198;0.00171064319717087;0.00615537894928035
"N1_LRP407C_LRP409B";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.113104831768325;0.178222286715691;0.720812277097433
"bridge_N1_LRP409B_LRP409C";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.0016839984349928;0.00252020338235861;0.00943311043077102
"N1_LRP409C_LRP410A";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.0411317762127705;0.0647263144934696;0.261291999319659
"bridge_N1_LRP410A_LRP410B";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.00280705399054778;0.00429117560457987;0.0166033882085456
"N1_LRP410B_LRP410C";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.0142362206572144;0.0223140922712464;0.0895742215418787
"bridge_N1_LRP410C_LRP410D";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536573e-05;0.00155038732388088;0.00230950893791248;0.00858005487520929
"N1_LRP410D_LRP411A";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536627e-05;0.0560920076942512;0.0883174487527271;0.356807323393728
"bridge_N1_LRP411A_LRP411B";0;9.0;0.000145422535189651;0.000115715376615082;7.39336980536627e-05;0.000924461397955002;0.0013224719008754;0.00458375857891334
"N1_LRP411B_LRP412B";0;9.0;1.70892018563202e-05;0.000115715376615104;7.39336980536627e-05;0.063045803990548;0.0992830506045801;0.401204638208547
"bridge_N1_LRP412B_LRP412C";0;9.0;0.000145422535189651;0.000115715376615104;7.39336980536627e-05;0.000790850286844169;0.00111177745643173;0.00373070302336088
"N1_LRP412C_LRP412D";0;9.0;0.000145422535189651;0.000115715376615104;7.39336980536627e-05;0.0262834891757331;0.0413117080119874;0.166491397467804
"bridge_N1_LRP412D_LRP412E";0;9.0;0.000145422535189651;0.000115715376615104;7.39336980536627e-05;0.00130061880536218;0.00191564319717129;0.00698537894928182
"N1_LRP412E_LRP413B";0;9.0;0.000145422535189651;0.000115715376615125;7.39336980536677e-05;0.0586474706572144;0.0923472172712463;0.373122971541878
"bridge_N1_LRP413B_LRP413C";0;9.0;0.000145422535189651;0.000115715376615125;7.39336980536677e-05;0.00182543362017747;0.00274323578976501;0.0103361196900273
"N1_LRP413C_LRP421B";8;9.0;0.000145422535189651;0.00011571537661509;7.3933698053661e-05;0.437531868805362;0.664906943057011;2.74407319621264
"bridge_N1_LRP421B_LRP421C";0;9.0;0.000145422535189651;0.00011571537661509;7.3933698053661e-05;0.00247302621277;0.00358080829866524;0.01394771018762
"N1_LRP421C_LRP422B";0;9.0;0.000145422535189651;0.00011571537661509;7.39336980536721e-05;0.0695951558423996;0.10426400274311;0.427006969446879
"bridge_N1_LRP422B_LRP422C";0;9.0;0.000145422535189651;0.00011571537661509;7.39336980536721e-05;0.0016839984349928;0.00239726663199972;0.00909215463206898
"N1_LRP422C_LRP424C";1;9.0;0.000145422535189681;0.000115715376615136;7.39336980536937e-05;0.113854371385732;0.173321086076443;0.710318080557992
"bridge_N1_LRP424C_LRP424D";0;9.0;0.000145422535189681;0.000115715376615136;7.39336980536937e-05;0.0029612431533044;0.00449080829866474;0.017681043520952
"N1_LRP424D_LRP425B";0;9.0;0.000145422535189681;0.000115715376615136;7.39336980536992e-05;0.0319056875977491;0.0496441416319994;0.2029254879654
"bridge_N1_LRP425B_LRP425C";0;9.0;0.000145422535189681;0.000115715376615136;7.39336980536992e-05;0.00219561815330424;0.00329643329866497;0.0127810435209516
"N1_LRP425C_LRP427B";0;9.0;0.000145422535189681;0.000115715376615136;7.39336980537131e-05;0.143013905190342;0.222972961076444;0.914018080557993
"bridge_N1_LRP427B_LRP427C";0;9.0;0.000145422535189681;0.000115715376615136;7.39336980537131e-05;0.00118925241256438;0.00172650274311113;0.00634030278021827
"N1_LRP427C_LRP428A";1;9.0;0.000145422535189681;0.000115715376615136;7.39336980537087e-05;0.0189919144496012;0.0294986555208882;0.119939306568409
"bridge_N1_LRP428A_LRP428B";0;9.0;0.000145422535189681;0.000115715376615158;7.39336980537087e-05;0.00378126630145247;0.00577004440977623;0.0227858842211688
"N1_LRP428B_LRP429E";1;9.0;0.000145422535189714;0.000115715376615158;7.39336980537079e-05;0.0877582502040328;0.136834419409777;0.557125259221173
"bridge_N1_LRP429E_LRP429F";0;9.0;0.000145422535189714;0.000115715376615158;7.39336980537079e-05;0.00201334898272833;0.00314296107644315;0.0120754675545041
"N1_LRP429F_LRP430C";1;9.0;0.000145422535189714;0.000115715376615141;7.39336980537066e-05;0.0431744600938395;0.0686223302726491;0.284767828665617
"bridge_N1_LRP430C_LRP430D";0;9.0;0.000145422535189714;0.000115715376615141;7.39336980537066e-05;0.00119334898272817;0.00176403899756013;0.00664296755450427
"N1_LRP430D_LRP433F";1;9.0;0.000145422535189714;0.000115715376615141;7.39336980537077e-05;0.153006682316061;0.242135150108671;1.00821224494302
"bridge_N1_LRP433F_LRP433G";0;9.0;0.000145422535189714;0.000115715376615141;7.39336980537077e-05;0.00454890453828399;0.00707700196052409;0.0286919286250944
"N1_LRP433G_LRP436B";3;9.0;0.000145422535189749;0.000115715376615129;7.39336980537189e-05;0.153832585504069;0.245437207457306;1.04663253047694
"bridge_N1_LRP436B_LRP436C";0;9.0;0.000145422535189749;0.000115715376615129;7.39336980537189e-05;0.00207427425659624;0.00312786150646086;0.0129943360325002
"N1_LRP436C_LRP440D";6;9.0;0.000145422535189747;0.000115715376615106;7.39336980537087e-05;0.213436074163871;0.337886244224345;1.51244412997919
"bridge_N1_LRP440D_LRP440E";0;9.0;0.000145422535189747;0.000115715376615106;7.39336980537087e-05;0.000983393974907863;0.00144896257572475;0.00566050438891609
"N1_LRP440E_LRP441B";1;9.0;0.000145422535189747;0.000115715376615106;7.3933698053704e-05;0.0541301995304635;0.0860006986868359;0.375862862923023
"bridge_N1_LRP441B_LRP441C";0;9.0;0.000145422535189747;0.000115715376615106;7.3933698053704e-05;0.00208746804898209;0.00320544405720649;0.0133020812002445
"N1_LRP441C_LRP443B";1;9.0;0.000145422535189707;0.000115715376615132;7.3933698053711e-05;0.104908440271205;0.166784263501652;0.72525403659799
"bridge_N1_LRP443B_LRP443C";0;9.0;0.000145422535189707;0.000115715376615132;7.3933698053711e-05;0.00228760693787122;0.00352384683498445;0.0145979172708321
"N1_LRP443C_LRP445A";0;9.0;0.000145422535189707;0.000115715376615132;7.3933698053711e-05;0.076033949530464;0.120847573686837;0.52411810245602
"bridge_N1_LRP445A_LRP445B";0;9.0;0.000145422535189707;0.000115715376615132;7.3933698053711e-05;0.00193265323416725;0.0029591477609104;0.0121455098634244
"N1_LRP445B_LRP448A";4;9.0;0.000145422535189707;0.000115715376615157;7.39336980537039e-05;0.149734968048982;0.238099194057207;1.01857247392031
"bridge_N1_LRP448A_LRP448B";0;9.0;0.000145422535189707;0.000115715376615157;7.39336980537039e-05;0.00262779212305577;0.00406505053868729;0.0165022800716929
"N1_LRP448B_LRP450A";0;9.0;0.000145422535189707;0.000115715376615157;7.39336980537099e-05;0.121866773604537;0.193763430168317;0.818655428219841
"bridge_N1_LRP450A_LRP450B";0;9.0;0.000145422535189707;0.000115715376615157;7.39336980537099e-05;0.00180381064157471;0.00275417090905833;0.0109591319235476
"N1_LRP450B_LRP452A";0;9.0;0.000145422535189707;0.000115715376615157;7.39336980537099e-05;0.0600065421230565;0.0953494255386893;0.402504780071701
"bridge_N1_LRP452A_LRP452B";0;9.0;0.000145422535189707;0.000115715376615157;7.39336980537099e-05;0.00237519953046372;0.00366319868683653;0.0148030208124386
"N1_LRP452B_LRP452D";1;9.0;0.000145422535189666;0.000115715376615157;7.39336980537051e-05;0.0332775606415749;0.0528260459090587;0.222171821140578
"bridge_N1_LRP452D_LRP452E";0;9.0;0.000145422535189666;0.000115715376615157;7.39336980537051e-05;0.00188121804898198;0.00287731905720643;0.0114023059570969
"N1_LRP452E_LRP454B";2;9.0;0.000145422535189666;0.000115715376615138;7.39336980537063e-05;0.0842941347156493;0.133234953575414;0.558449906619901
"bridge_N1_LRP454B_LRP454C";0;9.0;0.000145422535189666;0.000115715376615138;7.39336980537063e-05;0.00252237545638982;0.00378598957091687;0.0155796929536138
"N1_LRP454C_LRP455B";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537063e-05;0.063735847678612;0.0983886284598055;0.421814554064725
"bridge_N1_LRP455B_LRP455C";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537063e-05;0.00208339397490794;0.00310756364499053;0.0126664522128699
"N1_LRP455C_LRP456E";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537063e-05;0.0433873754563893;0.0669409895709163;0.28677469295361
"bridge_N1_LRP456E_LRP456F";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537063e-05;0.00224482916009331;0.00335705438573187;0.013737794805465
"N1_LRP456F_LRP457A";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537124e-05;0.0318852458267602;0.0491649710523987;0.2104423781388
"bridge_N1_LRP457A_LRP457B";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537124e-05;0.00283862545638998;0.00427473957091751;0.0176784429536161
"N1_LRP457B_LRP457C";1;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.0268593661971303;0.0413977025338799;0.177035935918395
"bridge_N1_LRP457C_LRP457D";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.000908532863796971;0.00129186920054661;0.00483629291308832
"N1_LRP457D_LRP458B";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.024277421752686;0.0374074247561018;0.158858515135311
"bridge_N1_LRP458B_LRP458C";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.00235635693787114;0.00352941549684221;0.0143787697649393
"N1_LRP458C_LRP459A";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.044265338419352;0.0682978414227673;0.290597056801972
"bridge_N1_LRP459A_LRP459B";0;9.0;0.000145422535189666;0.000115715376615164;7.39336980537075e-05;0.00249334767861154;0.00374112845980506;0.0152816632834563
"N1_LRP459B_LRP460D";1;9.0;0.000145422535189666;0.000115715376615164;7.39336980537088e-05;0.054625199530464;0.0843085358672134;0.357227585255373
"bridge_N1_LRP460D_LRP460E";1;9.0;0.000145422535189666;0.000115715376615144;7.39336980537088e-05;0.0021623291600932;0.00317443320267611;0.0130096058355264
"N1_LRP460E_LRP460G";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537088e-05;0.0138513569378705;0.0206681091586992;0.0895196058355226
"bridge_N1_LRP460G_LRP460H";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537088e-05;0.0024806161971303;0.00361199804758893;0.015092939168859
"N1_LRP460H_LRP461C";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.0144436254563893;0.021556511936477;0.09339627250219
"bridge_N1_LRP461C_LRP461D";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.00199834767861113;0.00288859526980982;0.0119362725021873
"N1_LRP461D_LRP461H";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.0225474680489821;0.0337122758253662;0.146439605835525
"bridge_N1_LRP461H_LRP461I";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.00142186619713009;0.00202387304758855;0.00816293916885809
"N1_LRP461I_LRP462A";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.0188670513823153;0.028191650825366;0.122349605835524
"bridge_N1_LRP462A_LRP462B";0;9.0;0.000145422535189666;0.000115715376615144;7.39336980537149e-05;0.0010939032341673;0.00153192860314435;0.00601627250219291
"N1_LRP462B_LRP463A";1;9.0;0.000145422535189666;0.000115715376615144;7.393369805371e-05;0.0379759865675009;0.0568550536031448;0.246181163321709
"bridge_N1_LRP463A_LRP463B";0;9.0;0.000145422535189666;0.000115715376615144;7.393369805371e-05;0.00121714397490802;0.00171678971425545;0.00677555764685304
"N1_LRP463B_LRP465A";1;9.0;0.000145422535189666;0.000115715376615123;7.39336980537085e-05;0.0715112180489816;0.104232435292717;0.46368703912833
"bridge_N1_LRP465A_LRP465B";0;9.0;0.000145422535189666;0.000115715376615123;7.39336980537085e-05;0.00239658841935311;0.00338032133907704;0.0144419465357468
"N1_LRP465B_LRP466B";1;9.0;0.000145422535189666;0.000115715376615123;7.39336980537097e-05;0.0652620976786116;0.0948210620798165;0.422791627383462
"bridge_N1_LRP466B_LRP466C";0;9.0;0.000145422535189666;0.000115715376615123;7.39336980537097e-05;0.00241695878972285;0.00340995096870565;0.0144724353841066
"RoadPath2";1;9.0;0.00405541666666664;0.00405541666666664;0.00405541666666664;0.00991324074074069;0.0144192592592592;0.0636679352508986
"RoadPath1";6;10.0;0.000145422535189635;0.00011571537661518;7.3933698053735e-05;2.98070386410686;2.26749567089505;2.06587582107426
"bridge_N1_LRP008A_LRP008B";1;10.0;0.000145422535189645;0.000115715376615143;7.39336980537308e-05;0.181189995891574;0.228790608829657;0.2647995233627
"N1_LRP008B_LRP012A";3;10.0;0.000145422535189644;0.0342273759462468;0.0315682755876684;1.39638776934048;1.77594304204802;2.05556013036565
"bridge_N1_LRP012A_LRP012B";0;10.0;0.000145422535189644;0.000115715376615159;7.39336980537244e-05;0.0141186197178693;0.00861096656266408;0.0100537259084708
"N1_LRP012B_LRP016B";4;10.0;0.000145422535189651;0.000115715376615155;7.39336980537214e-05;1.87925207983051;1.20300141499763;1.49854010090847
"bridge_N1_LRP016B_LRP016C";2;10.0;0.000145422535189634;0.000115715376615133;7.39336980537217e-05;0.129363725459272;0.10525851172594;0.0979692831133649
"N1_LRP016C_LRP017A";2;10.0;0.000145422535189634;0.000115715376615136;7.39336980537192e-05;0.340805053989795;0.278255116933078;0.260628644442558
"bridge_N1_LRP017A_LRP017B";0;10.0;0.000145422535189634;0.000115715376615136;7.39336980537192e-05;0.0217298873231285;0.0168850335997453;0.0146359338737508
"N1_LRP017B_LRP017C";0;10.0;0.000145422535189632;0.000115715376615137;7.39336980537192e-05;0.278349887323124;0.227095033599741;0.211878433873748
"bridge_N1_LRP017C_LRP017D";0;10.0;0.000145422535189632;0.000115715376615137;7.39336980537192e-05;0.0269390539897996;0.0211521169330824;0.0186397880404211
"N1_LRP017D_LRP018A";1;10.0;0.000145422535189632;0.000115715376615137;7.39336980537197e-05;0.493226053989796;0.40311061693308;0.37607264315255
"bridge_N1_LRP018A_LRP018B";0;10.0;0.000145422535189632;0.000115715376615137;7.39336980537197e-05;0.0389083873231263;0.030956783599743;0.027743290503944
"N1_LRP018B_LRP020B";4;10.0;0.00665868172433977;0.0198716746618582;0.0201533464065406;1.88182322406434;1.53968353530135;1.4311696937354
"bridge_N1_LRP020B_LRP020C";1;10.0;0.000145422535189629;0.00011571537661512;7.39336980537331e-05;0.0671234203735435;0.0375219844673811;0.0339680162367205
"N1_LRP020C_LRP022A";1;10.0;0.000145422535189624;0.000115715376615116;7.39336980537438e-05;0.895956857980515;0.505856144287611;0.468742641236718
"bridge_N1_LRP022A_LRP022B";0;10.0;0.000145422535189624;0.000115715376615116;7.3933698053749e-05;0.15767552464718;0.088448162929717;0.0814846412367179
"N1_LRP022B_LRP022C";0;10.0;0.000145422535189624;0.000115715376615116;7.3933698053749e-05;0.181385232980513;0.101830329596384;0.0939213287367177
"bridge_N1_LRP022C_LRP022D";5;10.0;0.0201195087219574;0.0191756574306996;0.0188555936035664;1.05891434691191;0.58250574992005;0.521167855900208
"N1_LRP022D_LRP028A";3;10.0;0.000145422535189634;0.000115715376615111;7.39336980537222e-05;1.84738271524197;1.11796087732445;0.974240038136595
"bridge_N1_LRP028A_LRP028B";0;10.0;0.000145422535189642;0.00011571537661513;7.39336980537291e-05;0.317057136149733;0.249548841392057;0.186248308330003
"N1_LRP028B_LRP029A";1;10.0;0.000145422535189638;0.00011571537661513;7.3933698053729e-05;0.348705802816395;0.27330840943586;0.204937391663333
"bridge_N1_LRP029A_LRP029B";0;10.0;0.000145422535189638;0.00011571537661513;7.3933698053729e-05;0.0236641361497309;0.0180234365210604;0.0129946833300016
"N1_LRP029B_LRP030A";1;10.0;0.000145422535189637;0.000115715376615128;7.39336980537357e-05;0.490964192588111;0.386038811521064;0.290017245830004
"bridge_N1_LRP030A_LRP030B";0;10.0;0.000145422535189637;0.000115715376615128;7.39336980537357e-05;0.0214398230628782;0.0163513115210597;0.0117359958300012
"N1_LRP030B_LRP030C";0;10.0;0.000145422535189637;0.000115715376615129;7.39336980537341e-05;0.257411135562878;0.202268103187726;0.151684349996668
"bridge_N1_LRP030C_LRP030D";0;10.0;0.000145422535189637;0.000115715376615129;7.39336980537341e-05;0.0205013855628793;0.0156119365210608;0.011179433330002
"N1_LRP030D_LRP031B";0;10.0;0.000145422535189637;0.000115715376615129;7.39336980537343e-05;0.297595510562882;0.233928519854396;0.175516641663337
"bridge_N1_LRP031B_LRP031C";0;10.0;0.000145422535189637;0.000115715376615129;7.39336980537343e-05;0.0214398230628783;0.0163513115210597;0.0117359958300012
"N1_LRP031C_LRP033A";1;10.0;0.000145422535189638;0.000115715376615127;7.3933698053726e-05;0.694140698062883;0.546358061521064;0.409024252133129
"bridge_N1_LRP033A_LRP033B";0;10.0;0.000145422535189638;0.000115715376615127;7.3933698053726e-05;0.0405069480628816;0.031373894854396;0.0228759982935312
"N1_LRP033B_LRP035A";3;10.0;0.000145422535189641;0.000115715376615123;7.39336980537325e-05;0.833601969114533;0.653879644743927;0.490693331626864
