road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,259.795,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974,1,Chittagong,Chittagong,Dohazari,Patiya,22.30843941,91.9483887,interpolate
N1,262.116,RCC Girder Bridge,LRP257a,Patiya Bridge,50.3,B,121087,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,262.116,,,,Chittagong,Chittagong,Dohazari,Patiya,22.3006016,91.96584577,interpolate
N1,262.116,PC Girder Bridge,LRP257a,PATIYA BRIDGE,50.8,C,100648,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,262.116,8.5,1977,2,Chittagong,Chittagong,Dohazari,Patiya,22.3006016,91.96584577,interpolate
N1,264.369,Box Culvert,LRP260a,PALYA BUS STATION,12.4,A,100666,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,264.369,12.7,1978,3,Chittagong,Chittagong,Dohazari,Patiya,22.2911452,91.98336683,interpolate
N1,265.483,PC Girder Bridge,LRP261a,Srimi Bridge,61,B,121088,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,265.483,,,,Chittagong,Chittagong,Dohazari,Patiya,22.28593202,91.9923092,interpolate
N1,265.483,PC Girder Bridge,LRP261a,SRIMI BRIDGE,60.5,C,100663,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,265.483,9.85,1992,5,Chittagong,Chittagong,Dohazari,Patiya,22.28593202,91.9923092,interpolate
N1,266.424,Box Culvert,LRP262a,KOMOLMUNSHE HAT BOX CULVERT,14,B,100651,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,266.424,8.6,1978,3,Chittagong,Chittagong,Dohazari,Patiya,22.28114247,91.99955717,interpolate
N1,267.818,Box Culvert,LRP263b,KHORNA CULVERT,3,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985,1,Chittagong,Chittagong,Dohazari,Patiya,22.27108957,92.00559725,interpolate
N1,268.954,RCC Girder Bridge,LRP264a,Korna Bridge,15.2,B,121093,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,268.954,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.26116137,92.00730358,interpolate
N1,268.954,RCC Girder Bridge,LRP264a,KHORNA BVS STATION,14.8,C,100668,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,268.954,7.8,1979,1,Chittagong,Chittagong,Dohazari,Patiya,22.26116137,92.00730358,interpolate
N1,269.199,Box Culvert,LRP264c,AJIMPUR CUL,9.8,C,100671,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.199,7.4,1982,2,Chittagong,Chittagong,Dohazari,Patiya,22.25905159,92.00811112,interpolate
N1,269.721,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992,2,Chittagong,Chittagong,Dohazari,Patiya,22.25493748,92.01030213,interpolate
N1,269.99,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978,1,Chittagong,Chittagong,Dohazari,Patiya,22.25311996,92.01197187,interpolate
N1,270.642,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986,3,Chittagong,Chittagong,Dohazari,Patiya,22.24871301,92.0158341,interpolate
N1,271.89,Box Culvert,LRP268a,ROWSONAT CUL,14,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991,3,Chittagong,Chittagong,Dohazari,Patiya,22.24038616,92.02179183,interpolate
N1,272.356,Box Culvert,LRP268b,KANCHANAGAR CUL,14,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978,3,Chittagong,Chittagong,Dohazari,Patiya,22.23663455,92.02326475,interpolate
N1,273.008,Steel Beam & RCC Slab,LRP269a,Kanchon Nagar Bridge,12.7,B,121096,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.008,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.23149782,92.02496566,interpolate
N1,273.008,Steel Beam & RCC Slab,LRP269a,KHANCHANAGAR BADAMTOLA,12.6,B,100678,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.008,6.8,1956,1,Chittagong,Chittagong,Dohazari,Patiya,22.23149782,92.02496566,interpolate
N1,273.443,Box Culvert,LRP269c,NORTH JOARA PAKKAR DOKAN,9.4,B,100683,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.443,8.55,1979,2,Chittagong,Chittagong,Dohazari,Patiya,22.22606085,92.02646504,interpolate
N1,273.878,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991,3,Chittagong,Chittagong,Dohazari,Patiya,22.22227199,92.0273786,interpolate
N1,274.66,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985,2,Chittagong,Chittagong,Dohazari,Patiya,22.21558735,92.02902304,interpolate
N1,275.943,RCC Girder Bridge,LRP272a,MAZAR POINT BRIDGE,50.4,C,100656,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,275.943,6.7,1965,4,Chittagong,Chittagong,Dohazari,Dohazari,22.20710265,92.03633247,interpolate
N1,275.943,RCC Girder Bridge,LRP272a,Mazar Point Bridge,50.8,D,121100,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,275.943,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.20710265,92.03633247,interpolate
N1,276.281,Box Culvert,LRP272c,KHOLGHAR CUL,9.2,B,100660,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,276.281,7.4,1978,2,Chittagong,Chittagong,Dohazari,Dohazari,22.20498376,92.03833123,interpolate
N1,280.299,Box Culvert,LRP276a,NOYARHAT,12.3,B,100657,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,280.299,9.6,1982,2,Chittagong,Chittagong,Dohazari,Dohazari,22.1739179,92.05329254,interpolate
N1,282.994,RCC Girder Bridge,LRP279a,Sangu Bridge,211,B,121102,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,282.994,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.15862728,92.06820631,interpolate
N1,282.994,RCC Girder Bridge,LRP279a,SANGO BRIDGE DOMAJAR,211.3,C,100692,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,282.994,7.2,1960,5,Chittagong,Chittagong,Dohazari,Dohazari,22.15862728,92.06820631,interpolate
N1,284.134,Box Culvert,LRP280a,KATGOR CULVERT,9.2,A,100696,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,284.134,11.6,1993,2,Chittagong,Chittagong,Dohazari,Dohazari,22.14985231,92.06963307,interpolate
N1,285.58,Box Culvert,LRP282a,MOULOVER DOKAN,12.4,A,100725,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,285.58,11.6,1994,3,Chittagong,Chittagong,Dohazari,Dohazari,22.13695223,92.06993013,interpolate
N1,286.08,Box Culvert,LRP282c,PATATR PULL CULVERT,15.4,A,100700,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.08,11.6,1994,3,Chittagong,Chittagong,Dohazari,Dohazari,22.13252084,92.07015654,interpolate
N1,286.378,PC Girder Bridge,LRP282e,Pathanerpul Bridge,33.65,A,121104,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.12991603,92.07060247,interpolate
N1,286.378,PC Girder Bridge,LRP282e,PATANER PULL(BRIDGE),34.6,A,100716,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,11.4,1980,1,Chittagong,Chittagong,Dohazari,Dohazari,22.12991603,92.07060247,interpolate
N1,286.631,RCC Girder Bridge,LRP283a,Noyakhalar Muk Bridge,27.9,A,121105,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.1277338,92.07100123,interpolate
N1,286.631,RCC Girder Bridge,LRP283a,NOYAKHALAR MUK,28,A,100714,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,11.6,1978,2,Chittagong,Chittagong,Dohazari,Dohazari,22.1277338,92.07100123,interpolate
N1,287.144,Box Culvert,LRP283c,NOYAKHALARMUK,15.4,A,100721,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.144,10.3,1994,3,Chittagong,Chittagong,Dohazari,Dohazari,22.1230776,92.07170105,interpolate
N1,287.487,Box Culvert,LRP283d,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,20.4,A,100718,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.487,12.6,1994,4,Chittagong,Chittagong,Dohazari,Dohazari,22.1204875,92.07197051,interpolate
N1,288.329,Box Culvert,LRP284a,KARANERHAT CULVERT,5,A,100711,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,288.329,12.3,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,22.11335249,92.0726869,interpolate
N1,289.889,Box Culvert,LRP286b,KARANERHAT CULVERT,7.2,A,100709,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,289.889,12.2,1994,2,Chittagong,Chittagong,Dohazari,Dohazari,22.09827857,92.07480042,interpolate
N1,290.719,Box Culvert,LRP287a,KOACHIA(MADARBHI),11.2,A,100707,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,290.719,11.6,1994,3,Chittagong,Chittagong,Dohazari,Dohazari,22.0935775,92.0805048,interpolate
N1,292.426,Box Culvert,LRP288a,MITADIGI ACADEMY,2,A,100706,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,292.426,12.2,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,22.08406683,92.09319694,interpolate
N1,293.134,Box Culvert,LRP289a,MITADIGI,12.6,A,100703,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,293.134,11.6,1993,4,Chittagong,Chittagong,Dohazari,Dohazari,22.08052061,92.09848553,interpolate
N1,294.534,PC Girder Bridge,LRP291a,RAJGHATA BRIDGE,30.3,A,100701,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,11.6,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,22.06956008,92.10427542,interpolate
N1,294.534,RCC Girder Bridge,LRP291a,Raj Ghata Bridge,30.3,B,121107,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.06956008,92.10427542,interpolate
N1,294.77,Box Culvert,LRP291c,THAKUR DIGI BOX CULVERT,2,A,100702,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.77,12.2,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,22.06790996,92.105553,interpolate
N1,295.295,RCC Girder Bridge,LRP291d,Khoria Nagar Bridge,38.5,A,121109,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.06375672,92.10710611,interpolate
N1,295.295,PC Girder Bridge,LRP291d,KHORIANAGAR BRIDGE,38.8,A,100704,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,11.6,1993,2,Chittagong,Chittagong,Dohazari,Dohazari,22.06375672,92.10710611,interpolate
N1,295.625,Box Culvert,LRP292a,NOYA PARA BOX CULVERT,2.5,A,100705,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.625,12.2,1991,1,Chittagong,Chittagong,Dohazari,Dohazari,22.06088615,92.10773337,interpolate
N1,296.135,Box Culvert,LRP292b,PODUA NOYA PARA BOX CULVERT,8.2,A,100717,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.135,12.2,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,22.05650512,92.10908546,interpolate
N1,296.647,Box Culvert,LRP293a,PODUA BAZAR BOX CULVERT,12.6,A,100708,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.647,11.6,1992,3,Chittagong,Chittagong,Dohazari,Dohazari,22.05192964,92.10906139,interpolate
N1,297.034,Box Culvert,LRP293c,PODUA BAZAR BOX CULVERT,6,A,100710,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.034,12.2,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,22.04837132,92.10819385,interpolate
N1,297.569,Box Culvert,LRP294a,BARO AWLIA(R),13.64,A,100724,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.569,11.6,1992,3,Chittagong,Chittagong,Dohazari,Dohazari,22.04409626,92.10706295,interpolate
N1,298.405,Box Culvert,LRP294c,TALOCKDNR PARA BOX CULVERT,2.5,A,100658,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991,1,Chittagong,Chittagong,Dohazari,Dohazari,22.03758985,92.10398911,interpolate
N1,298.405,Box Culvert,LRP294c,TALOCKDAR PARA,2.5,A,114227,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991,1,Chittagong,Chittagong,Dohazari,Dohazari,22.03758985,92.10398911,interpolate
N1,299.057,Box Culvert,LRP295a,AMIRABAD BOX CULVERT,2.5,A,100659,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.057,12.2,1991,1,Chittagong,Chittagong,Dohazari,Dohazari,22.03186488,92.10412467,interpolate
N1,299.434,PC Girder Bridge,LRP295b,Amirabad Bridge,68.8,A,121123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.02870136,92.10342933,interpolate
N1,299.434,PC Girder Bridge,LRP295b,AMIRABAD PC GIDER BRIDGE,68.8,A,100661,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,11.6,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,22.02870136,92.10342933,interpolate
N1,299.756,Box Culvert,LRP296a,AMIRABAD LOHAGOR BOX CULVERT,2,A,100662,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.756,12.2,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,22.02600455,92.10269674,interpolate
N1,300.406,Box Culvert,LRP296b,AMIRABAD LOHAGORA BOX CULVERT,10,A,100664,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,300.406,11.8,1994,2,Chittagong,Chittagong,Dohazari,Dohazari,22.02049803,92.10142777,interpolate
N1,302.237,Box Culvert,LRP298a,LOHAGORA L.S BOX CULVERT,3,A,100665,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.237,12.2,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,22.00782005,92.09277658,interpolate
N1,302.729,Box Culvert,LRP299a,DIGIRPARK BOX CULVERT,12.6,A,100667,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.729,11.6,1993,3,Chittagong,Chittagong,Dohazari,Dohazari,22.00417261,92.09056863,interpolate
N1,303.237,Box Culvert,LRP299c,DIGIRPAR BOX CULVERT,6.2,A,100669,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.237,12.2,1993,2,Chittagong,Chittagong,Dohazari,Dohazari,22.00042964,92.08831938,interpolate
N1,303.782,Box Culvert,LRP300a,ZADUNAGOR FILLING BOX CULVERT,3,A,100670,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.782,12.2,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.99583596,92.08745891,interpolate
N1,303.793,Box Culvert,LRP300b,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,12.4,A,100673,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.793,12.2,1992,4,Chittagong,Chittagong,Dohazari,Dohazari,21.995741,92.08744606,interpolate
N1,304.217,PC Girder Bridge,LRP300d,Khasmahal Bridge,58.5,A,121125,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.99223344,92.08635821,interpolate
N1,304.217,PC Girder Bridge,LRP300d,KHASMOHAL ADUNAICR PC GIDER BRIDGE,58.8,A,100675,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,11.6,1987,2,Chittagong,Chittagong,Dohazari,Dohazari,21.99223344,92.08635821,interpolate
N1,304.449,Box Culvert,LRP301a,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,100677,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.449,12.5,1986,3,Chittagong,Chittagong,Dohazari,Dohazari,21.99028024,92.08568597,interpolate
N1,304.857,PC Girder Bridge,LRP301b,Aadunagor bridge,24.2,A,100679,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.857,10,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.98704087,92.08399437,interpolate
N1,304.857,RCC Girder Bridge,LRP301b,Adunagar Bridge,22,B,121129,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.857,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.98704087,92.08399437,interpolate
N1,305.527,PC Girder Bridge,LRP302a,HATIAR PULL PC GIDER BRIDGE,22.5,A,100698,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.527,10,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.98190404,92.08077333,interpolate
N1,305.527,RCC Girder Bridge,LRP302a,Hatirpul Bridge,22.4,B,121132,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.527,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.98190404,92.08077333,interpolate
N1,305.794,Box Culvert,LRP302c,HATIAR PULL BOX CULVERT,18.7,A,100699,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.794,11.6,1991,4,Chittagong,Chittagong,Dohazari,Dohazari,21.98046236,92.07887163,interpolate
N1,306.139,Box Culvert,LRP302e,SHIX DAR PARA BOX CULVERT,3.5,A,100712,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,306.139,12.7,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.97929857,92.07584923,interpolate
N1,307.229,Box Culvert,LRP303a,MUSKAMPANI PARA BOX CULVERT,2.5,A,100719,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.229,12.2,1989,1,Chittagong,Chittagong,Dohazari,Dohazari,21.9738684,92.06832048,interpolate
N1,307.981,Box Culvert,LRP304b,AODU NAGOR (2) BOX CULVERT,1.5,A,100713,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.981,12.1,1982,1,Chittagong,Chittagong,Dohazari,Dohazari,21.96895812,92.06415011,interpolate
N1,308.652,RCC Girder Bridge,LRP305a,Rataykul Bridge,22.4,A,121133,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.96221386,92.06331688,interpolate
N1,308.652,PC Girder Bridge,LRP305a,RATAR KUL- SONTI BRIDGE,22.4,A,100715,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,10,1986,1,Chittagong,Chittagong,Dohazari,Dohazari,21.96221386,92.06331688,interpolate
N1,309.038,Box Culvert,LRP305c,BONPUKR PARA BOX CULVERT,8.2,A,100697,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.038,12.7,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,21.95924011,92.06527913,interpolate
N1,309.355,Box Culvert,LRP306a,BON PUKUL PARA BOX CULVERT,3,A,100695,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.355,12.75,1987,1,Chittagong,Chittagong,Dohazari,Dohazari,21.95803216,92.06639328,interpolate
N1,309.971,RCC Girder Bridge,LRP306b,SANTI RCC GIDER BRIDGE,22.4,A,100694,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.971,10,1986,1,Chittagong,Chittagong,Dohazari,Dohazari,21.95207954,92.06781381,interpolate
N1,309.971,RCC Girder Bridge,LRP306b,Santi Bridge,22.3,B,121135,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.971,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.95207954,92.06781381,interpolate
N1,310.723,Box Culvert,LRP307a,SANTI BOX CULVERT,1.4,A,100693,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,310.723,12.2,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.94539937,92.06692866,interpolate
N1,311.886,Box Culvert,LRP308a,BRICK FIELD BOX CULVERT,4.5,A,100691,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,311.886,11.7,1993,1,Chittagong,Chittagong,Dohazari,Dohazari,21.93602902,92.06254272,interpolate
N1,312.138,Box Culvert,LRP308b,BACK FILD BOX CULVERT,9.3,A,100690,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.138,11.6,1992,2,Chittagong,Chittagong,Dohazari,Dohazari,21.93394544,92.06166615,interpolate
N1,312.354,Box Culvert,LRP309a,AZIZNAGOR FOREST BOX CULVERT,4.5,A,100689,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.354,11.7,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,21.93230867,92.06080096,interpolate
N1,312.609,Box Culvert,LRP309b,AZIZ NOGOR FOREST BOX CULVERT,4.7,A,100688,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.609,11.7,1986,1,Chittagong,Chittagong,Dohazari,Dohazari,21.93038125,92.05968404,interpolate
N1,313.947,Box Culvert,LRP310a,AZIZNAGOR BOX CULVERT,2,A,100687,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,313.947,12.2,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.91791196,92.0597363,interpolate
N1,314.144,Box Culvert,LRP310b,AZIZ NOGAR BOX CULVERT,3,A,100686,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.144,12.27,1993,1,Chittagong,Chittagong,Dohazari,Dohazari,21.91675917,92.05998993,interpolate
N1,314.502,Box Culvert,LRP311a,AZIZ NAGOR 1,4,A,114960,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.502,12.1,1994,1,Chittagong,Chittagong,Dohazari,Dohazari,21.91407272,92.06054721,interpolate
N1,315.009,Box Culvert,LRP311b,AZIZ NAGOR 2,9.2,A,114961,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,315.009,15.1,1983,2,Chittagong,Chittagong,Dohazari,Dohazari,21.90962291,92.06056613,interpolate
N1,317.001,Box Culvert,LRP313b,HARBHANG CHOR,13.64,A,101238,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,317.001,15.1,1989,3,Comilla,Noakhali,Feni,Feni-1,21.89102365,92.05970108,interpolate
N1,318.11,Box Culvert,LRP314a,GHOIL MARA BOX CULVERT,9.3,A,100684,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.11,15,1989,2,Chittagong,Chittagong,Dohazari,Dohazari,21.88122152,92.05900154,interpolate
N1,318.796,Box Culvert,LRP315a,HARBANG,3,A,100682,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.796,12.2,1989,1,Chittagong,Chittagong,Dohazari,Dohazari,21.87511974,92.05910984,interpolate
N1,320.189,Box Culvert,LRP316a,HARBANG,3,A,100681,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.189,12.3,1982,1,Chittagong,Chittagong,Dohazari,Dohazari,21.86283514,92.05948487,interpolate
N1,320.513,PC Girder Bridge,LRP317a,HARBANGCHORA,56.4,A,100680,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.513,11.7,1995,2,Chittagong,Chittagong,Dohazari,Dohazari,21.85997258,92.06019071,interpolate
N1,320.513,PC Girder Bridge,LRP317a,Harbang Chora Bridge,56.2,C,120362,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.513,,,,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.85997258,92.06019071,interpolate
N1,321.305,Box Culvert,LRP318a,ALIPUR BOX CULVERT,14.3,A,100403,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.305,15.05,1992,3,Chittagong,Chittagong,Dohazari,Dohazari,21.85292879,92.06095762,interpolate
N1,321.536,Box Culvert,LRP318b,HARBANG,2.1,A,114230,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.536,12.2,1974,1,Chittagong,Chittagong,Dohazari,Dohazari,21.85085953,92.06094913,interpolate
N1,322.5,Box Culvert,LRP319a,HAR BAG BOX CULVERT,4.5,A,100404,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.5,12.2,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,21.84297007,92.06359846,interpolate
N1,322.823,Box Culvert,LRP319b,HAR BAG BOX CULVERT,3,A,100406,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.823,12.25,1992,1,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.84039357,92.06493255,interpolate
N1,323.619,Box Culvert,LRP320a,ATKOTA,15.8,A,114232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,323.619,12.2,1995,3,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.83410332,92.06827359,interpolate
N1,324.331,Box Culvert,LRP321a,AKOTA BAZAR BOX CULVERT,7.3,A,100411,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.331,12.3,1991,2,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.82802582,92.07130355,interpolate
