road,km,type,lrp,name,length,category,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,426.915,RCC Girder Bridge,LRP423b,BALU KHALI-3 BOX CULVERT,7.9,B,100823,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,426.915,7.3,1951,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1297681,92.187047,interpolate
N1,426.915,RCC Girder Bridge,LRP423b,Balu Khali Bridge,7.9,D,120493,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,426.915,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1297681,92.187047,interpolate
N1,427.041,Box Culvert,LRP423c,W HIME KANG BOX CULVERT,1.2,A,100825,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.041,10.2,1951,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12900608,92.18790361,interpolate
N1,427.154,Box Culvert,LRP423d,WHIKE KANG BOX CULVERT,1.2,A,100827,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.154,10.2,1970,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12832269,92.18867184,interpolate
N1,427.231,Box Culvert,LRP423e,WHIKE KANG BOX CULVERT,1.2,B,100829,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.231,10.2,1951,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12785701,92.18919533,interpolate
N1,427.622,RCC Girder Bridge,LRP424a,wheke kang (1),6.4,A,100834,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.622,7.3,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12510369,92.19136747,interpolate
N1,427.622,RCC Girder Bridge,LRP424a,Wheke Kang Bridge,6.4,D,120498,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.622,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12510369,92.19136747,interpolate
N1,427.804,RCC Girder Bridge,LRP424b,WHIKE KANG BRIDGE,3.35,A,100836,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.804,10.2,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12376049,92.19215889,interpolate
N1,427.918,RCC Girder Bridge,LRP424c,MOA EX-KANG-BAZAR,13,C,100839,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.918,7.2,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12291081,92.19272235,interpolate
N1,427.918,RCC Girder Bridge,LRP424c,Moa Ex Kang Bridge,13,C,120502,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.918,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12291081,92.19272235,interpolate
N1,427.969,RCC Girder Bridge,LRP424e,HOA EX KANG BAZAE,3.2,A,100842,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,427.969,10.2,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12253472,92.19296056,interpolate
N1,428.095,RCC Girder Bridge,LRP424g,Hoacx Kang Barbar Bridge,72.6,B,120505,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,428.095,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12156989,92.19351697,interpolate
N1,428.095,RCC Girder Bridge,LRP424g,HOACX KANG BARAR,73.3,C,100845,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,428.095,7.25,1981,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.12156989,92.19351697,interpolate
N1,428.578,Box Culvert,LRP425a,AMTULI BOX CULVERT,3.4,A,100846,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,428.578,10.2,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11846094,92.19629223,interpolate
N1,428.89,Slab Culvert,LRP425b,TASSI-PARA BAR,2.8,A,100789,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,428.89,10.2,1985,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11597435,92.19707449,interpolate
N1,429.081,RCC Girder Bridge,LRP425c,TAS SE BRIDGE HOANGK,12.8,B,101095,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.081,8.8,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11455805,92.19802083,interpolate
N1,429.081,RCC Girder Bridge,LRP425c,Tasse Bridge,12.8,D,120507,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.081,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11455805,92.19802083,interpolate
N1,429.491,Box Culvert,LRP425e,LAMBA-BIL PORA,1.2,A,100784,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.491,10.3,1967,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11189301,92.2005928,interpolate
N1,429.615,Box Culvert,LRP426a,LAMBABIL MIDDLE PARA,1.2,A,100782,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.615,10.2,1986,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.11081015,92.20209569,interpolate
N1,429.719,Box Culvert,LRP426b,LAMBABIL MIDDLE,1.2,A,100863,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.719,10.2,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10988389,92.20337965,interpolate
N1,429.912,Box Culvert,LRP426c,LAMBA - BIL - (1) BOX CULVERT,2.8,A,100851,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,429.912,10.2,1993,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10877134,92.20483787,interpolate
N1,430.072,Slab Culvert,LRP426d,LAM BA BIL (2) BOX CULVERT,2.8,A,100852,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,430.072,10.2,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10831653,92.20533398,interpolate
N1,430.287,Box Culvert,LRP426e,LAMBA BIL (3) BOX CULVERT,1.2,A,100849,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,430.287,10.2,1964,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1078333,92.2061073,interpolate
N1,430.582,Box Culvert,LRP427a,LAMBA BIL BOX,1.2,C,100850,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,430.582,10.3,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10529443,92.20739816,interpolate
N1,430.978,RCC Girder Bridge,LRP427b,UNCHI - PRANG BRIDGE,34.2,A,100848,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,430.978,7.3,1976,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10202957,92.20793946,interpolate
N1,430.978,RCC Girder Bridge,LRP427b,Unchi-Prong Bridge,34.2,C,120510,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,430.978,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10202957,92.20793946,interpolate
N1,431.167,Box Culvert,LRP427d,ON SIFAPAING BOX CULVERT,3,A,100847,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.167,10.2,1999,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.10057741,92.20857805,interpolate
N1,431.398,Box Culvert,LRP427e,UNCHING OPLONG CULVERT (1),1.2,A,100844,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.398,10.2,1999,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.09887103,92.20965792,interpolate
N1,431.877,Box Culvert,LRP428a,KUTUB DIA PARA (1) CULVERT,2.7,A,100843,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.877,10.2,1964,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.09503127,92.2114601,interpolate
N1,431.946,Box Culvert,LRP428b,KUTUB DIA PARA CULVERT,2.7,A,100841,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,431.946,10.2,1966,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.09444522,92.21167626,interpolate
N1,432.19,Slab Culvert,LRP428c,KUTUB - DIA PARA (3),4.2,A,100840,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.19,10.3,1993,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.09238273,92.21231115,interpolate
N1,432.411,Slab Culvert,LRP428d,KANGOR PARA,2.7,A,100885,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.411,10.2,1986,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.09052602,92.21288459,interpolate
N1,432.62,Box Culvert,LRP429a,KANGOR PARA MOZGID,1.2,A,100881,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.62,10.2,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.08886703,92.21369557,interpolate
N1,432.865,Slab Culvert,LRP429b,KHAN GIOR PARA (1),2.8,A,100883,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.865,10.2,1964,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.08695915,92.21483637,interpolate
N1,432.924,Box Culvert,LRP429c,KHANGOR PRAMARY (2),1.2,A,100875,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,432.924,10.2,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0864997,92.2151111,interpolate
N1,433.178,RCC Girder Bridge,LRP429d,Khan Gor Para Bridge,14,A,120512,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.178,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0844125,92.21591985,interpolate
N1,433.178,RCC Girder Bridge,LRP429d,KHAN GOR PARA BRIDGE,14,B,100873,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.178,7.3,1986,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0844125,92.21591985,interpolate
N1,433.441,Box Culvert,LRP429f,RHANCHOR PARA BOX CULVERT,1.2,A,100872,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.441,10.2,1966,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.08224195,92.21660122,interpolate
N1,433.665,Box Culvert,LRP430a,KHANCHOR PARA (2),1,A,100871,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.665,10.2,1984,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.08044299,92.21740407,interpolate
N1,433.826,Box Culvert,LRP430b,KHANCHOR PARA- BOX CULVERT,1,A,100870,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,433.826,10.2,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07922435,92.2181233,interpolate
N1,434.124,Slab Culvert,LRP430c,NOYA PARA (1) BOX CULVERT,3,A,100869,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.124,10.2,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07728257,92.21993007,interpolate
N1,434.37,RCC Girder Bridge,LRP430d,NOYA PARA (1) BRIDGE,6.1,C,100868,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.37,7.3,1968,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07571716,92.2214354,interpolate
N1,434.573,RCC Girder Bridge,LRP431a,NAYAPARA,5.8,A,100867,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.573,7.3,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07417778,92.22224894,interpolate
N1,434.831,Box Culvert,LRP431b,NOYA PARA,1.3,A,100865,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,434.831,10.2,1962,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07249295,92.22351281,interpolate
N1,435.013,RCC Girder Bridge,LRP431c,GIMON KHALI BRIDGE,5.8,B,100886,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.013,7.3,1978,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.07123188,92.22429237,interpolate
N1,435.22,RCC Girder Bridge,LRP431d,GIM - MOGARI BRIDGE,7.5,C,100884,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.22,7.2,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.06953633,92.22456877,interpolate
N1,435.22,RCC Girder Bridge,LRP431d,Gim-mogari Bridge,7.5,C,120519,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.22,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.06953633,92.22456877,interpolate
N1,435.748,Box Culvert,LRP432a,NINA BAZAR BOX CULVERT,1.2,A,100882,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,435.748,10.3,1964,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.06503985,92.22453455,interpolate
N1,436.388,RCC Girder Bridge,LRP432b,NOYA BAZAR BRIDGE,30.9,B,100880,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.388,7.3,1978,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05987366,92.22638221,interpolate
N1,436.388,RCC Girder Bridge,LRP432b,Noya Bazar(1) Bridge,30.9,C,120522,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.388,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05987366,92.22638221,interpolate
N1,436.6,Box Culvert,LRP433a,NOYA BAZAR CULVERT,1.2,C,100879,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.6,10.2,1980,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05798976,92.22650905,interpolate
N1,436.789,RCC Girder Bridge,LRP433b,NAYA BAZAR BRIDGE,9.4,B,100878,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.789,7.3,1970,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05629435,92.22664528,interpolate
N1,436.789,RCC Girder Bridge,LRP433b,Naya Bazar(2) Bridge,9.4,D,120524,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,436.789,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05629435,92.22664528,interpolate
N1,437.063,RCC Girder Bridge,LRP433c,NAYA BAZAR BRIDGE,11.8,B,100877,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,437.063,7.3,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05428676,92.2274587,interpolate
N1,437.063,RCC Girder Bridge,LRP433c,Naya Bazar(3) Bridge,11.8,C,120528,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,437.063,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05428676,92.2274587,interpolate
N1,437.484,Box Culvert,LRP433d,KHARANG KHALI - BOX CUVERT (1),2.8,C,100876,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,437.484,10.2,1964,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05194066,92.2296965,interpolate
N1,437.961,Box Culvert,LRP434a,KHARANG KHAIL,1.2,C,100874,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,437.961,10.2,1954,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.05084861,92.23351314,interpolate
N1,438.506,RCC Girder Bridge,LRP434b,MOULIVI BAZAR FISHARI BRIDGE,31.7,C,100866,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,438.506,7.3,1965,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.04645985,92.23512064,interpolate
N1,439.007,Box Culvert,LRP435a,MOULOVI BAZAR BOX CULVERT (1),1.2,C,100864,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,439.007,10.2,1952,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0422652,92.23675521,interpolate
N1,439.235,Box Culvert,LRP435b,MOULOVI BAZAR BOX CULVERT,1.2,C,100862,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,439.235,10.2,1952,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.04044085,92.23765412,interpolate
N1,439.579,Box Culvert,LRP435c,ALI AXBAR PARA BOX CULVERT,6.2,A,100860,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,439.579,11.5,1984,2,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.03764496,92.23905203,interpolate
N1,440.028,RCC Girder Bridge,LRP436a,NILA - HOAB RABG BRIDGE,32.1,B,100858,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.028,7.4,1978,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.03403085,92.24070637,interpolate
N1,440.028,RCC Girder Bridge,LRP436a,Nila-Hoab Rabg Bridge,32.1,C,120531,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.028,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.03403085,92.24070637,interpolate
N1,440.724,Slab Culvert,LRP437a,NILLA BOX CULVERT (1),4.4,A,100856,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.724,10.2,1976,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.02795447,92.24158582,interpolate
N1,440.977,Slab Culvert,LRP437b,NILA. BARAR BOX CULVERT,2.9,A,100855,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,440.977,10.2,1968,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.02565987,92.24180417,interpolate
N1,441.666,Slab Culvert,LRP438a,NILA - DORGA- PARA-(1) BOX,2.8,A,100853,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,441.666,9.6,1962,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.01980875,92.24281403,interpolate
N1,441.974,Slab Culvert,LRP438b,NILA DOGA PARA BOX CULVERT,2.8,A,100927,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,441.974,9.6,1974,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.01734176,92.24383848,interpolate
N1,442.161,Slab Culvert,LRP438c,NAT MURA PARA BOX CULVERT,1.9,A,100931,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,442.161,10.2,1966,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.01592903,92.2447567,interpolate
N1,443.024,RCC Girder Bridge,LRP439a,CHOUDORIY PARA RCC GIDER BRIDGE,45.6,B,100934,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,443.024,7.3,1978,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.00976865,92.24953772,interpolate
N1,443.024,RCC Girder Bridge,LRP439a,Chowdhory Para Bridge,45.6,C,120536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,443.024,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.00976865,92.24953772,interpolate
N1,443.564,Slab Culvert,LRP439c,RONGI HALI BOX CULVERT,2.8,B,100937,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,443.564,9.6,1967,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.0058253,92.25227984,interpolate
N1,444.315,RCC Girder Bridge,LRP440a,RONGI- KHALI RCC GIDER BRIDGE,12.5,C,100940,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,444.315,7.3,1956,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9994059,92.25372143,interpolate
N1,444.315,RCC Girder Bridge,LRP440a,Rongi-Khali Bridge,12.5,C,120539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,444.315,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.9994059,92.25372143,interpolate
N1,445.478,RCC Girder Bridge,LRP441a,ALA KHALI KUNA PARA,29.9,C,101093,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,445.478,7.3,1975,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.98935826,92.25457123,interpolate
N1,445.478,RCC Girder Bridge,LRP441a,Ala Khali Kuna Para Bridge,29.9,C,120540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,445.478,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.98935826,92.25457123,interpolate
N1,446.435,Box Culvert,LRP442a,LADA BAZAR BOX CULVERT,1.2,C,100947,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,446.435,10.4,1962,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.98133172,92.25211348,interpolate
N1,446.71,RCC Girder Bridge,LRP443a,Ladapara Bridge,36.6,A,120541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,446.71,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.97902798,92.25122285,interpolate
N1,446.71,RCC Girder Bridge,LRP443a,LADAPARA RCC GIDER BRIDGE,36.6,C,100951,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,446.71,7.25,1966,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.97902798,92.25122285,interpolate
N1,447.084,Slab Culvert,LRP443c,NAYAPARA BOX CULVERT,2.8,A,100959,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.084,10.15,1985,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.97593722,92.24998987,interpolate
N1,447.401,RCC Girder Bridge,LRP443d,NOYAPARA RCC GIDER BRIDGE,30.4,B,100960,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.401,7.3,1976,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.97327818,92.24937612,interpolate
N1,447.401,RCC Girder Bridge,LRP443d,Noya Para Bridge,30.4,C,120542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.401,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.97327818,92.24937612,interpolate
N1,447.893,Box Culvert,LRP444a,NAYA PARA BOX CULVERT,1.2,A,101090,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,447.893,9.8,1985,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96915708,92.2486529,interpolate
N1,448.054,RCC Girder Bridge,LRP444b,MOSINNI RCC GIDER BRIDGE,8.8,B,100962,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.054,7.4,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96785342,92.24897209,interpolate
N1,448.054,RCC Girder Bridge,LRP444b,Mosinni Mor Bridge,8.8,B,120544,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.054,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96785342,92.24897209,interpolate
N1,448.391,Box Culvert,LRP444c,NOYA PARA CULVERT,1.2,A,114953,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.391,10.3,1987,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96556859,92.25087239,interpolate
N1,448.481,Box Culvert,LRP444d,NOYA PARA CULVERT,1.2,A,100911,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.481,10.3,1987,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96496789,92.25142887,interpolate
N1,448.581,Box Culvert,LRP444e,NOYA PARA (MUSJID) BOX CULVERT(L),1.2,A,100908,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.581,10.2,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96418928,92.25188177,interpolate
N1,448.581,Box Culvert,LRP444e,NOYA PARA BOX CULVERT(R),1.2,A,100909,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.581,10.2,1973,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96418928,92.25188177,interpolate
N1,448.926,RCC Girder Bridge,LRP445a,Noya Para Bridge,9.2,A,120545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.926,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96142314,92.25325399,interpolate
N1,448.926,RCC Girder Bridge,LRP445a,NOYA PARA (BRAC SCHOOL),9.2,A,101092,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,448.926,7.3,1985,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.96142314,92.25325399,interpolate
N1,449.101,RCC Girder Bridge,LRP445b,JADIMURA (NOYA PARA)BRIDGE,41.75,B,100905,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.101,7.3,1972,3,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.959945,92.25371874,interpolate
N1,449.101,RCC Girder Bridge,LRP445b,Jadirghat Bridge,41.75,C,120546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.101,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.959945,92.25371874,interpolate
N1,449.439,Box Culvert,LRP445d,JADIMORH BOX CULVERT,1.2,A,100903,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,449.439,10.3,1972,1,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,20.95710001,92.25465266,interpolate
