,road,LRPName,chainage,heavyTruck,mediumTruck,smallTruck,largeBus,mediumBus,microBus,utility,car,autoRickshaw,motorcycle,bicycle,cycleRickshaw,cart,totalMotorized,totalNonMotorized,total
65,N1,LRP374c,377.753,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
66,N1,LRP377c,380.615,0.068359375,1.162109375,0.310546875,0.8046875,0.265625,1.484375,0.23046875,0.212890625,3.0234375,0.787109375,0.23046875,0.87890625,0.0,8.349609375,1.109375,9.458984375
67,N1,LRP379b,383.098,0.068359375,1.162109375,0.310546875,0.8046875,0.390625,1.484375,0.255859375,0.27734375,4.8359375,0.818359375,0.23046875,2.03515625,0.0,9.142578125,2.224609375,11.3671875
68,N1,LRP381b,384.978,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
69,N1,LRP383b,386.968,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
70,N1,LRP385b,388.733,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
71,N1,LRP386a,389.538,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
72,N1,LRP386g,390.356,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
73,N1,LRP387f,391.373,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
74,N1,LRP389a,392.526,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
75,N1,LRP391a,394.681,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
76,N1,LRP394c,397.679,0.046875,0.888671875,0.267578125,0.251953125,0.390625,1.109375,0.255859375,0.27734375,4.8359375,0.818359375,0.189453125,2.03515625,0.0,9.142578125,2.224609375,11.3671875
